"all_quant[, 1]","prot_descr[all_quant[, 1], 2]","SIN_12500amol_1","SIN_12500amol_2","SIN_12500amol_3","SIN_125amol_1","SIN_125amol_2","SIN_125amol_3","SIN_25000amol_1","SIN_25000amol_2","SIN_25000amol_3","SIN_2500amol_1","SIN_2500amol_2","SIN_2500amol_3","SIN_250amol_1","SIN_250amol_2","SIN_250amol_3","SIN_50000amol_1","SIN_50000amol_2","SIN_50000amol_3","SIN_5000amol_1","SIN_5000amol_2","SIN_5000amol_3","SIN_500amol_1","SIN_500amol_2","SIN_500amol_3","SIN_50amol_1","SIN_50amol_2","SIN_50amol_3"
"sp|P34758|SCD5_YEAST","Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=BBC1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.7988,NA,NA,NA,NA,NA
"sp|P36041|EAP1_YEAST","Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARP3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.3659,NA,NA,NA,NA,NA
"sp|P38716|YHR2_YEAST","Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADO1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9927,NA,NA,-23.9802,-23.8776,NA
"sp|P39005|KRE9_YEAST","Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=BAT2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.7412,NA,NA,NA,NA,NA
"sp|P40339|RFC4_YEAST","40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS7B PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3941,NA,NA,NA,NA,NA
"sp|P40367|GPI7_YEAST","Homocitrate synthase, cytosolic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LYS20 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.2668,NA,NA,NA,NA,NA
"sp|P40519|YIG0_YEAST","40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS12 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.8286,NA,NA,NA,NA,NA
"sp|P42223|SBE2_YEAST","Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ASN1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.5405,NA,NA,NA,-24.8366,NA
"sp|P42934|PMT6_YEAST","Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ASN2 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.4238,NA,NA,NA,NA,NA
"sp|P48016|ATH1_YEAST","Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RNR4 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4304,NA,NA,NA,NA,NA
"sp|P49704|PRP31_YEAST","6,7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RIB4 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4582,NA,NA,NA,NA,NA
"sp|P53874|UBP10_YEAST","Acetyl-coenzyme A synthetase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACS2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.7167,NA,NA,NA,NA,NA
"sp|P53955|SLM2_YEAST","Aromatic\aminoadipate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARO8 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.7423,NA,NA,NA,NA,NA
"sp|Q03219|YM44_YEAST","Myosin light chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MLC1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.299,NA,NA,NA,NA,NA
"sp|Q03897|WDR59_YEAST","Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PNC1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5279,NA,NA,NA,NA,NA
"sp|Q04772|IRC21_YEAST","60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL26B PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.8139,NA,NA,NA,NA,NA
"sp|Q07533|CYK3_YEAST","Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PIL1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.1664,NA,NA,NA,NA,NA
"sp|Q08032|CDC45_YEAST","Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CRH1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.6075,NA,NA,NA,NA,NA
"sp|Q08831|VTS1_YEAST","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LSC2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.7822,NA,NA,NA,NA,NA
"sp|Q08886|GPB1_YEAST","Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LSC1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.0617,NA,NA,NA,NA,NA
"sp|Q99216|PNO1_YEAST","Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CPR6 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.1027,NA,NA,NA,NA,NA
"sp|P07285|TRPD_YEAST","Glyoxylate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GOR1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.9545,NA,NA,NA,NA
"sp|P25298|RNA14_YEAST","Uncharacterized protein YNL134C OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YNL134C PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4734,NA,NA,-26.3981,NA
"sp|P28239|IPYR2_YEAST","Magnesium-activated aldehyde dehydrogenase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ALD6 PE=1 SV=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.636,NA,NA,NA,NA
"sp|P33412|ECT1_YEAST","Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DAK1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.4237,NA,NA,NA,NA
"sp|P36049|EBP2_YEAST","Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ERG13 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.9336,NA,NA,NA,NA
"sp|P36066|MGR3L_YEAST","Gamma-glutamyl phosphate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRO2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.9135,NA,NA,NA,NA
"sp|P39734|HPH2_YEAST","BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.8749,NA,NA,NA,-23.5427
"sp|P39928|SLN1_YEAST","Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACT1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.2022,NA,NA,NA,NA
"sp|P40210|SIP5_YEAST","Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.2096,NA,NA,NA,NA
"sp|P43554|SWP82_YEAST","Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.2568,NA,NA,NA,NA
"sp|P43607|RRT5_YEAST","Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.6791,NA,NA,NA,NA
"sp|P47052|SDHX_YEAST","Adenylosuccinate synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADE12 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.1366,NA,NA,NA,NA
"sp|P53316|YG5B_YEAST","Translation machinery-associated protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TMA20 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.9693,NA,NA,-24.8781,NA
"sp|P53397|OGG1_YEAST","Cytochrome c (Chain 2-105) - Homo sapiens (Human)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.8386,NA,NA,NA,NA
"sp|Q03557|GATA_YEAST","Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TPS1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.6903,NA,NA,NA,NA
"sp|Q04217|DHR1_YEAST","Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACC1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.7663,NA,NA,NA,NA
"sp|Q05580|HEL2_YEAST","Cysteine proteinase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LAP3 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.803,NA,NA,NA,NA
"sp|Q06524|SUE1_YEAST","Nucleolar protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NPL3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5661,NA,NA,NA,NA
"sp|Q08213|NGL1_YEAST","40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS15 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.4643,NA,NA,NA,NA
"sp|Q08919|TRE1_YEAST","60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL6A PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.902,NA,NA,NA,NA
"sp|Q12028|AP1G1_YEAST","ARS-binding factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ABF2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.8817,NA,NA,NA,NA
"sp|Q12039|HMI1_YEAST","Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=VTC3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.7159,NA,NA,NA,NA
"sp|Q12466|TCB1_YEAST","Glucose-6-phosphate 1-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YMR099C PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.6761,NA,NA,NA,NA
"sp|D6W196|CMC1_YEAST","Translation initiation factor RLI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RLI1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.9205,NA,NA,NA
"sp|O13535|YH11B_YEAST","Clustered mitochondria protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CLU1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.5355,NA,NA,NA
"sp|P06115|CATT_YEAST","26S proteasome regulatory subunit RPN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPN9 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.3004,NA,NA,NA
"sp|P06776|PDE2_YEAST","Damage-control phosphatase YMR027W OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YMR027W PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.7968,NA,NA,NA
"sp|P06838|RAD10_YEAST","Putative glucokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=EMI2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5428,NA,NA,NA
"sp|P07991|OAT_YEAST","Glutathione-independent glyoxalase HSP31 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HSP31 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2728,NA,NA,-23.4623
"sp|P09032|EI2BG_YEAST","Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC13 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.6427,NA,NA,NA
"sp|P15442|GCN2_YEAST","NADP-dependent alcohol dehydrogenase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADH6 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.445,NA,NA,-26.0373
"sp|P17442|PHO81_YEAST","Reticulon-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RTN1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.7437,NA,NA,NA
"sp|P20436|RPAB3_YEAST","Probable family 17 glucosidase SCW10 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SCW10 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.169,NA,NA,-19.4604
"sp|P24384|PRP22_YEAST","NADP-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YMR226C PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5371,NA,NA,NA
"sp|P28789|HEM3_YEAST","Arginine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YDR341C PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.232,NA,NA,NA
"sp|P32639|BRR2_YEAST","m7GpppX diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DCS1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.3076,-29.0726,NA,NA
"sp|P32784|GPT1_YEAST","Transaminated amino acid decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARO10 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.8047,NA,NA,NA
"sp|P35180|TOM20_YEAST","ATP-dependent RNA helicase SUB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SUB2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5582,NA,NA,NA
"sp|P38323|CLPX_YEAST","NADPH-dependent alpha-keto amide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YDL124W PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.9198,NA,NA,NA
"sp|P38809|YHP7_YEAST","1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GAS5 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5268,NA,NA,NA
"sp|P38864|YHX3_YEAST","Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ZEO1 PE=1 SV=3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.8205,NA,NA,-30.3279
"sp|P38966|YD089_YEAST","Ubiquitin-binding protein CUE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CUE5 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.9516,-26.2633,NA,NA
"sp|P39520|IFH1_YEAST","[NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NEW1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4834,NA,NA,NA
"sp|P39707|SEN34_YEAST","UPF0662 protein YPL260W OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YPL260W PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.9494,NA,NA,NA
"sp|P39723|SPC72_YEAST","Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NUS1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.4058,NA,NA,NA
"sp|P40154|IES2_YEAST","Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SPE3 PE=3 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.5005,NA,-23.2948,NA
"sp|P46682|AP3B_YEAST","Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SGT2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.8087,NA,NA,NA
"sp|P47044|YJF5_YEAST","RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YRA1 PE=1 SV=2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.8071,NA,NA,NA
"sp|P47069|MPS3_YEAST","ATP synthase subunit delta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ATP16 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.5693,NA,NA,NA
"sp|P53009|SCY1_YEAST","Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LSP1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.0321,-21.604,NA,NA
"sp|P53010|PAN2_YEAST","Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRS5 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.1314,NA,NA,NA
"sp|P53135|SLD3_YEAST","Thiosulfate:glutathione sulfurtransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RDL1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.3218,NA,NA,NA
"sp|Q03921|DOP1_YEAST","Ubiquitin-like protein SMT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SMT3 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.1235,NA,NA,NA
"sp|Q06005|LIPB_YEAST","Protein arginine N-methyltransferase SFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SFM1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.2491,NA,NA,NA
"sp|Q08560|YO186_YEAST","Heat shock protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HSP42 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.5959,NA,NA,NA
"sp|Q12303|YPS3_YEAST","Protoplast secreted protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PST2 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.2962,NA,NA,NA
"sp|Q12451|OSH2_YEAST","Transcriptional modulator WTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=WTM1 PE=1 SV=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.4128,-25.8902,NA,NA
